data,conta,categoria,subcategoria,tipo,valor,centro_custo,descricao
2024-08-20,Papaya,Receita de Serviços,Contabilidade,Receita,6611,Operacional,Mensalidade
2024-09-13,Mdias,Receita de Serviços,BPO Financeiro,Receita,17401,RH,Mensalidade
2024-10-02,Zov,Receita de Serviços,Certificado Digital,Despesa,9424,Operacional,Lançamento
2024-08-08,Mdias,Marketing,Google Ads,Despesa,3238,Financeiro,Lançamento
2024-05-25,Zov,Marketing,Meta Ads,Despesa,11541,RH,Lançamento
2024-07-03,Zov,Receita de Serviços,Contabilidade,Despesa,11648,Comercial,Lançamento
2024-02-06,Mdias,Receita de Serviços,Certificado Digital,Receita,2386,RH,Mensalidade
2024-03-11,Mdias,Impostos,DAS,Despesa,9097,Comercial,Lançamento
2024-01-09,Mdias,Receita de Serviços,BPO RH,Receita,17190,RH,Mensalidade
2024-06-11,Mdias,Impostos,IRPJ,Despesa,6682,RH,Lançamento
2024-05-24,Papaya,Receita de Serviços,Contabilidade,Receita,18766,Marketing,Mensalidade
2024-09-25,Papaya,Receita de Serviços,Certificado Digital,Despesa,5951,Financeiro,Lançamento
2024-10-08,Mdias,Operacional,Fornecedor,Despesa,6663,RH,Lançamento
2024-07-02,Papaya,Receita de Serviços,BPO RH,Receita,19173,Financeiro,Mensalidade
2024-02-26,Zov,Receita de Serviços,BPO RH,Receita,14915,Marketing,Mensalidade
2024-01-10,Zov,Pessoal,Salários,Despesa,8471,Operacional,Lançamento
2024-01-20,Zov,Receita de Serviços,BPO RH,Receita,8856,Marketing,Mensalidade
2024-12-03,Papaya,Marketing,Google Ads,Despesa,9814,Comercial,Lançamento
2024-05-28,Papaya,Pessoal,Salários,Despesa,4570,Financeiro,Lançamento
2024-05-17,Mdias,Receita de Serviços,BPO RH,Receita,17480,Operacional,Mensalidade
2024-11-09,Papaya,Operacional,SaaS,Despesa,6057,Comercial,Lançamento
2024-01-19,Papaya,Receita de Serviços,Contabilidade,Receita,19149,RH,Mensalidade
2024-09-08,Zov,Receita de Serviços,BPO Financeiro,Receita,13186,RH,Mensalidade
2024-07-18,Papaya,Receita de Serviços,Contabilidade,Receita,15418,Financeiro,Mensalidade
2024-10-12,Zov,Receita de Serviços,BPO RH,Receita,15377,Financeiro,Mensalidade
2024-12-03,Zov,Receita de Serviços,BPO Financeiro,Receita,11822,RH,Mensalidade
2024-01-24,Mdias,Impostos,CSLL,Despesa,262,Financeiro,Lançamento
2024-07-19,Papaya,Receita de Serviços,Certificado Digital,Receita,8574,Financeiro,Mensalidade
2024-12-05,Mdias,Receita de Serviços,Contabilidade,Receita,16303,Marketing,Mensalidade
2024-01-27,Papaya,Receita de Serviços,Contabilidade,Receita,19683,Marketing,Mensalidade
2024-02-09,Papaya,Receita de Serviços,BPO RH,Receita,16339,Marketing,Mensalidade
2024-06-05,Papaya,Receita de Serviços,Certificado Digital,Receita,2084,Operacional,Mensalidade
2024-12-08,Mdias,Pessoal,Encargos,Despesa,880,Financeiro,Lançamento
2024-07-01,Mdias,Receita de Serviços,Contabilidade,Receita,18759,Operacional,Mensalidade
2024-12-02,Zov,Receita de Serviços,Certificado Digital,Receita,2772,Operacional,Mensalidade
2024-03-19,Papaya,Receita de Serviços,BPO RH,Receita,5864,Comercial,Mensalidade
2024-10-08,Mdias,Receita de Serviços,BPO Financeiro,Receita,14763,Comercial,Mensalidade
2024-08-09,Mdias,Receita de Serviços,Certificado Digital,Receita,7854,Financeiro,Mensalidade
2024-02-06,Zov,Marketing,Google Ads,Despesa,6879,Operacional,Lançamento
2024-01-03,Mdias,Receita de Serviços,BPO Financeiro,Receita,16610,Operacional,Mensalidade
2024-02-10,Zov,Operacional,SaaS,Despesa,8568,Operacional,Lançamento
2024-10-26,Zov,Marketing,Agência,Despesa,4573,RH,Lançamento
2024-11-14,Mdias,Operacional,Fornecedor,Despesa,11192,Financeiro,Lançamento
2024-11-11,Papaya,Receita de Serviços,BPO Financeiro,Receita,17803,Financeiro,Mensalidade
2024-01-10,Papaya,Operacional,Infra,Despesa,8990,Operacional,Lançamento
2024-04-09,Zov,Operacional,Ferramentas,Despesa,6362,RH,Lançamento
2024-09-13,Papaya,Receita de Serviços,BPO RH,Receita,10367,Marketing,Mensalidade
2024-10-23,Mdias,Marketing,Agência,Despesa,9335,Comercial,Lançamento
2024-04-26,Papaya,Impostos,DAS,Despesa,3695,Operacional,Lançamento
2024-06-28,Papaya,Receita de Serviços,Contabilidade,Receita,11055,Marketing,Mensalidade
2024-11-08,Zov,Receita de Serviços,Certificado Digital,Receita,7630,Marketing,Mensalidade
2024-11-22,Papaya,Marketing,Eventos,Despesa,1099,Comercial,Lançamento
2024-12-09,Mdias,Receita de Serviços,BPO RH,Receita,13086,Financeiro,Mensalidade
2024-07-22,Papaya,Receita de Serviços,BPO RH,Receita,7928,RH,Mensalidade
2024-12-24,Zov,Receita de Serviços,BPO RH,Despesa,4218,Operacional,Lançamento
2024-05-27,Mdias,Receita de Serviços,Certificado Digital,Receita,14565,RH,Mensalidade
2024-09-16,Papaya,Receita de Serviços,Contabilidade,Receita,14857,RH,Mensalidade
2024-02-18,Mdias,Receita de Serviços,BPO RH,Receita,6576,Marketing,Mensalidade
2024-03-23,Papaya,Receita de Serviços,Certificado Digital,Receita,5092,Operacional,Mensalidade
2024-04-05,Papaya,Impostos,IRPJ,Despesa,9503,Financeiro,Lançamento
2024-11-10,Papaya,Receita de Serviços,BPO RH,Receita,8482,Operacional,Mensalidade
2024-05-23,Zov,Receita de Serviços,Contabilidade,Receita,16492,Operacional,Mensalidade
2024-04-11,Mdias,Pessoal,Encargos,Despesa,2960,RH,Lançamento
2024-10-14,Zov,Receita de Serviços,Contabilidade,Receita,14903,Marketing,Mensalidade
2024-12-03,Zov,Receita de Serviços,BPO RH,Receita,3665,Marketing,Mensalidade
2024-11-19,Zov,Receita de Serviços,Certificado Digital,Receita,15951,Operacional,Mensalidade
2024-06-18,Papaya,Receita de Serviços,Certificado Digital,Despesa,8378,Operacional,Lançamento
2024-01-03,Mdias,Receita de Serviços,Certificado Digital,Despesa,2584,RH,Lançamento
2024-04-25,Mdias,Marketing,Meta Ads,Despesa,2795,Marketing,Lançamento
2024-11-22,Zov,Impostos,CSLL,Despesa,2875,Operacional,Lançamento
2024-05-08,Papaya,Operacional,Fornecedor,Despesa,5767,Marketing,Lançamento
2024-03-15,Papaya,Receita de Serviços,BPO Financeiro,Receita,4921,Operacional,Mensalidade
2024-08-16,Mdias,Receita de Serviços,BPO RH,Receita,16433,RH,Mensalidade
2024-12-27,Mdias,Pessoal,Encargos,Despesa,5875,RH,Lançamento
2024-05-20,Zov,Receita de Serviços,BPO RH,Despesa,3565,Operacional,Lançamento
2024-06-10,Papaya,Receita de Serviços,Contabilidade,Receita,16668,Financeiro,Mensalidade
2024-03-18,Zov,Impostos,DAS,Despesa,8423,Marketing,Lançamento
2024-06-07,Mdias,Receita de Serviços,BPO RH,Receita,4070,Comercial,Mensalidade
2024-03-02,Mdias,Receita de Serviços,Contabilidade,Receita,12799,Marketing,Mensalidade
2024-01-13,Papaya,Receita de Serviços,BPO Financeiro,Receita,13325,Financeiro,Mensalidade
2024-10-08,Zov,Receita de Serviços,Certificado Digital,Receita,10429,Marketing,Mensalidade
2024-11-22,Mdias,Impostos,IRPJ,Despesa,258,Financeiro,Lançamento
2024-02-03,Zov,Receita de Serviços,BPO RH,Receita,13825,Financeiro,Mensalidade
2024-03-25,Mdias,Receita de Serviços,Certificado Digital,Despesa,4323,Operacional,Lançamento
2024-09-14,Zov,Receita de Serviços,Contabilidade,Receita,11326,RH,Mensalidade
2024-09-01,Zov,Operacional,Ferramentas,Despesa,3364,Financeiro,Lançamento
2024-11-12,Mdias,Receita de Serviços,BPO Financeiro,Despesa,5619,Operacional,Lançamento
2024-01-27,Zov,Operacional,Infra,Despesa,11747,Financeiro,Lançamento
2024-09-23,Mdias,Marketing,Agência,Despesa,11813,Marketing,Lançamento
2024-06-17,Mdias,Impostos,IRPJ,Despesa,3539,Marketing,Lançamento
2024-11-06,Zov,Receita de Serviços,BPO Financeiro,Receita,15494,Operacional,Mensalidade
2024-01-02,Zov,Receita de Serviços,Contabilidade,Receita,15584,Operacional,Mensalidade
2024-02-18,Papaya,Receita de Serviços,BPO Financeiro,Receita,14884,Comercial,Mensalidade
2024-08-08,Zov,Receita de Serviços,Contabilidade,Despesa,8613,RH,Lançamento
2024-11-12,Papaya,Impostos,DAS,Despesa,1189,RH,Lançamento
2024-03-25,Papaya,Receita de Serviços,Certificado Digital,Receita,6611,Financeiro,Mensalidade
2024-10-27,Mdias,Receita de Serviços,Certificado Digital,Despesa,5316,RH,Lançamento
2024-09-03,Mdias,Receita de Serviços,Certificado Digital,Receita,10104,Operacional,Mensalidade
2024-04-19,Papaya,Impostos,CSLL,Despesa,9163,Comercial,Lançamento
2024-01-10,Mdias,Receita de Serviços,BPO Financeiro,Despesa,3412,Operacional,Lançamento
2024-01-15,Mdias,Receita de Serviços,BPO Financeiro,Receita,11525,Comercial,Mensalidade
2024-04-08,Zov,Receita de Serviços,BPO RH,Despesa,8714,Financeiro,Lançamento
2024-11-08,Zov,Receita de Serviços,Certificado Digital,Receita,16505,Financeiro,Mensalidade
2024-09-14,Papaya,Marketing,Google Ads,Despesa,10468,Marketing,Lançamento
2024-10-23,Papaya,Receita de Serviços,BPO Financeiro,Receita,5958,Financeiro,Mensalidade
2024-11-08,Mdias,Receita de Serviços,Certificado Digital,Receita,18705,Marketing,Mensalidade
2024-01-08,Zov,Marketing,Google Ads,Despesa,1248,Financeiro,Lançamento
2024-07-16,Papaya,Receita de Serviços,BPO RH,Despesa,4429,Financeiro,Lançamento
2024-05-25,Zov,Receita de Serviços,Certificado Digital,Receita,10269,Financeiro,Mensalidade
2024-01-19,Papaya,Receita de Serviços,BPO RH,Receita,16779,Financeiro,Mensalidade
2024-09-14,Mdias,Receita de Serviços,Certificado Digital,Despesa,2423,Marketing,Lançamento
2024-12-03,Mdias,Receita de Serviços,BPO Financeiro,Receita,8400,Comercial,Mensalidade
2024-09-18,Papaya,Receita de Serviços,BPO RH,Receita,19540,Operacional,Mensalidade
2024-06-09,Mdias,Receita de Serviços,BPO RH,Despesa,4628,RH,Lançamento
2024-04-07,Zov,Pessoal,Benefícios,Despesa,5711,RH,Lançamento
2024-03-20,Mdias,Receita de Serviços,BPO Financeiro,Receita,15115,Operacional,Mensalidade
2024-03-16,Papaya,Receita de Serviços,BPO RH,Despesa,3288,RH,Lançamento
2024-08-08,Zov,Receita de Serviços,BPO Financeiro,Despesa,10017,Marketing,Lançamento
2024-09-22,Papaya,Receita de Serviços,BPO RH,Receita,2617,Financeiro,Mensalidade
2024-09-10,Zov,Pessoal,Salários,Despesa,7406,Financeiro,Lançamento
2024-10-28,Zov,Receita de Serviços,BPO Financeiro,Receita,12188,Operacional,Mensalidade
2024-03-20,Papaya,Impostos,DAS,Despesa,8363,Comercial,Lançamento
2024-04-26,Mdias,Operacional,Fornecedor,Despesa,9814,RH,Lançamento
2024-10-03,Papaya,Receita de Serviços,Certificado Digital,Receita,8587,Operacional,Mensalidade
2024-11-23,Zov,Receita de Serviços,Contabilidade,Receita,18632,Financeiro,Mensalidade
2024-11-04,Mdias,Receita de Serviços,Contabilidade,Receita,15191,Financeiro,Mensalidade
2024-02-06,Papaya,Operacional,Fornecedor,Despesa,5196,Financeiro,Lançamento
2024-11-06,Mdias,Marketing,Google Ads,Despesa,8423,Marketing,Lançamento
2024-06-20,Mdias,Operacional,Ferramentas,Despesa,1646,Financeiro,Lançamento
2024-03-05,Mdias,Marketing,Google Ads,Despesa,428,Comercial,Lançamento
2024-07-25,Mdias,Marketing,Eventos,Despesa,3820,Comercial,Lançamento
2024-05-07,Papaya,Receita de Serviços,Contabilidade,Receita,10716,Marketing,Mensalidade
2024-01-01,Mdias,Receita de Serviços,Certificado Digital,Receita,14786,Marketing,Mensalidade
2024-12-19,Mdias,Operacional,Infra,Despesa,10369,Financeiro,Lançamento
2024-09-27,Papaya,Operacional,SaaS,Despesa,7938,Comercial,Lançamento
2024-09-23,Zov,Receita de Serviços,Contabilidade,Receita,19180,Marketing,Mensalidade
2024-07-24,Papaya,Pessoal,Encargos,Despesa,367,Marketing,Lançamento
2024-09-19,Papaya,Operacional,SaaS,Despesa,9710,Marketing,Lançamento
2024-12-02,Zov,Receita de Serviços,BPO Financeiro,Despesa,4990,Comercial,Lançamento
2024-04-25,Zov,Receita de Serviços,BPO Financeiro,Receita,11956,Operacional,Mensalidade
2024-07-26,Papaya,Marketing,Google Ads,Despesa,1608,Comercial,Lançamento
2024-03-12,Zov,Receita de Serviços,BPO Financeiro,Receita,14495,Financeiro,Mensalidade
2024-05-16,Zov,Receita de Serviços,Contabilidade,Receita,7101,Comercial,Mensalidade
2024-08-15,Papaya,Receita de Serviços,BPO Financeiro,Receita,2053,Marketing,Mensalidade
2024-12-20,Zov,Receita de Serviços,Contabilidade,Despesa,10667,Financeiro,Lançamento
2024-02-12,Papaya,Operacional,Ferramentas,Despesa,8096,RH,Lançamento
2024-06-15,Papaya,Operacional,Ferramentas,Despesa,9585,Comercial,Lançamento
2024-02-03,Zov,Pessoal,Salários,Despesa,3708,Financeiro,Lançamento
2024-06-12,Zov,Receita de Serviços,Certificado Digital,Receita,18129,Marketing,Mensalidade
2024-04-08,Mdias,Pessoal,Encargos,Despesa,863,Operacional,Lançamento
2024-04-22,Zov,Operacional,SaaS,Despesa,1944,Comercial,Lançamento
2024-04-02,Zov,Receita de Serviços,BPO Financeiro,Receita,14157,RH,Mensalidade
2024-01-25,Papaya,Receita de Serviços,Certificado Digital,Receita,12287,Comercial,Mensalidade
2024-05-24,Papaya,Marketing,Eventos,Despesa,6473,Financeiro,Lançamento
2024-05-20,Papaya,Impostos,DAS,Despesa,4867,Financeiro,Lançamento
2024-09-04,Papaya,Receita de Serviços,Certificado Digital,Receita,14090,RH,Mensalidade
2024-03-19,Papaya,Impostos,INSS,Despesa,768,Operacional,Lançamento
2024-02-07,Mdias,Pessoal,Benefícios,Despesa,11755,RH,Lançamento
2024-11-16,Papaya,Marketing,Meta Ads,Despesa,3731,Marketing,Lançamento
2024-10-08,Mdias,Receita de Serviços,BPO Financeiro,Receita,3197,Comercial,Mensalidade
2024-02-04,Zov,Marketing,Agência,Despesa,3051,RH,Lançamento
2024-05-21,Zov,Operacional,SaaS,Despesa,6727,Comercial,Lançamento
2024-05-05,Mdias,Pessoal,Salários,Despesa,5099,Operacional,Lançamento
2024-01-16,Papaya,Marketing,Eventos,Despesa,11129,Comercial,Lançamento
2024-05-05,Mdias,Pessoal,Benefícios,Despesa,10067,RH,Lançamento
2024-11-21,Papaya,Operacional,Ferramentas,Despesa,8593,Marketing,Lançamento
2024-11-05,Papaya,Operacional,SaaS,Despesa,722,Operacional,Lançamento
2024-03-09,Mdias,Receita de Serviços,Certificado Digital,Receita,11379,RH,Mensalidade
2024-01-15,Papaya,Receita de Serviços,BPO Financeiro,Receita,6438,Marketing,Mensalidade
2024-06-28,Mdias,Receita de Serviços,Certificado Digital,Receita,4317,Operacional,Mensalidade
2024-01-23,Mdias,Pessoal,Benefícios,Despesa,3541,RH,Lançamento
2024-08-03,Papaya,Pessoal,Salários,Despesa,5953,RH,Lançamento
2024-10-16,Papaya,Receita de Serviços,Contabilidade,Despesa,8860,Operacional,Lançamento
2024-11-10,Papaya,Marketing,Meta Ads,Despesa,9762,Comercial,Lançamento
2024-02-04,Zov,Receita de Serviços,Certificado Digital,Receita,19221,Marketing,Mensalidade
2024-12-17,Mdias,Receita de Serviços,BPO RH,Receita,13407,Operacional,Mensalidade
2024-09-12,Papaya,Receita de Serviços,BPO Financeiro,Receita,6037,Marketing,Mensalidade
2024-01-24,Papaya,Receita de Serviços,Contabilidade,Receita,18820,RH,Mensalidade
2024-08-22,Zov,Receita de Serviços,Certificado Digital,Receita,14383,Operacional,Mensalidade
2024-11-23,Zov,Marketing,Google Ads,Despesa,1368,Operacional,Lançamento
2024-07-23,Zov,Receita de Serviços,Contabilidade,Receita,10941,Operacional,Mensalidade
2024-10-24,Zov,Receita de Serviços,Certificado Digital,Receita,2677,RH,Mensalidade
2024-10-05,Mdias,Marketing,Meta Ads,Despesa,10367,Financeiro,Lançamento
2024-12-23,Zov,Receita de Serviços,Contabilidade,Despesa,3192,Comercial,Lançamento
2024-06-09,Papaya,Impostos,IRPJ,Despesa,762,Financeiro,Lançamento
2024-01-23,Zov,Receita de Serviços,Contabilidade,Receita,17628,Marketing,Mensalidade
2024-04-11,Mdias,Receita de Serviços,Certificado Digital,Despesa,7105,Comercial,Lançamento
2024-09-28,Mdias,Receita de Serviços,BPO Financeiro,Receita,15217,RH,Mensalidade
2024-02-02,Papaya,Receita de Serviços,BPO Financeiro,Receita,4669,Comercial,Mensalidade
2024-07-11,Zov,Receita de Serviços,Contabilidade,Receita,10169,Financeiro,Mensalidade
2024-05-08,Zov,Receita de Serviços,BPO RH,Receita,16016,RH,Mensalidade
2024-12-23,Papaya,Receita de Serviços,Contabilidade,Receita,10325,Marketing,Mensalidade
2024-09-01,Papaya,Receita de Serviços,Certificado Digital,Receita,17123,Financeiro,Mensalidade
2024-04-15,Mdias,Pessoal,Salários,Despesa,1249,RH,Lançamento
2024-09-09,Papaya,Pessoal,Salários,Despesa,1749,RH,Lançamento
2024-03-04,Mdias,Receita de Serviços,BPO Financeiro,Receita,12978,Marketing,Mensalidade
2024-01-22,Mdias,Receita de Serviços,Contabilidade,Receita,18692,Comercial,Mensalidade
2024-03-09,Zov,Pessoal,Encargos,Despesa,4133,Financeiro,Lançamento
2024-07-20,Papaya,Marketing,Eventos,Despesa,972,Comercial,Lançamento
2024-03-23,Mdias,Receita de Serviços,BPO Financeiro,Receita,13123,Financeiro,Mensalidade
2024-03-19,Mdias,Pessoal,Salários,Despesa,11962,Financeiro,Lançamento
2024-03-01,Papaya,Receita de Serviços,Contabilidade,Receita,19985,RH,Mensalidade
2024-07-11,Mdias,Receita de Serviços,Certificado Digital,Receita,16177,RH,Mensalidade
2024-08-01,Mdias,Receita de Serviços,Certificado Digital,Receita,5491,Marketing,Mensalidade
2024-02-19,Papaya,Receita de Serviços,Contabilidade,Receita,8027,Marketing,Mensalidade
2024-04-05,Mdias,Marketing,Meta Ads,Despesa,2499,Marketing,Lançamento
2024-02-27,Mdias,Marketing,Eventos,Despesa,3414,Comercial,Lançamento
2024-03-04,Mdias,Receita de Serviços,Contabilidade,Receita,7589,Marketing,Mensalidade
2024-12-14,Papaya,Receita de Serviços,BPO RH,Receita,3673,Operacional,Mensalidade
2024-04-14,Papaya,Receita de Serviços,Contabilidade,Receita,6692,Marketing,Mensalidade
2024-11-22,Zov,Receita de Serviços,Certificado Digital,Receita,6310,Comercial,Mensalidade
2024-08-20,Papaya,Impostos,DAS,Despesa,2674,Marketing,Lançamento
2024-07-17,Papaya,Receita de Serviços,BPO Financeiro,Receita,4193,Marketing,Mensalidade
2024-04-24,Zov,Marketing,Agência,Despesa,10131,Operacional,Lançamento
2024-04-23,Papaya,Receita de Serviços,BPO RH,Despesa,2631,Operacional,Lançamento
2024-09-14,Zov,Operacional,Fornecedor,Despesa,4818,Financeiro,Lançamento
2024-03-03,Papaya,Receita de Serviços,Certificado Digital,Receita,2980,RH,Mensalidade
2024-03-11,Papaya,Marketing,Google Ads,Despesa,9551,Comercial,Lançamento
2024-02-23,Mdias,Receita de Serviços,Contabilidade,Receita,9614,Financeiro,Mensalidade
2024-01-12,Mdias,Impostos,CSLL,Despesa,7595,Marketing,Lançamento
2024-09-22,Zov,Receita de Serviços,Contabilidade,Receita,7207,Marketing,Mensalidade
2024-02-11,Zov,Receita de Serviços,BPO Financeiro,Receita,6824,Operacional,Mensalidade
2024-08-06,Zov,Impostos,DAS,Despesa,11385,Financeiro,Lançamento
2024-06-21,Papaya,Impostos,DAS,Despesa,11428,Operacional,Lançamento
2024-05-07,Papaya,Receita de Serviços,BPO Financeiro,Receita,19830,Marketing,Mensalidade
2024-01-12,Zov,Pessoal,Benefícios,Despesa,8744,Marketing,Lançamento
2024-08-04,Papaya,Marketing,Agência,Despesa,6522,Comercial,Lançamento
2024-11-22,Mdias,Receita de Serviços,BPO Financeiro,Receita,13592,Comercial,Mensalidade
2024-02-20,Zov,Receita de Serviços,BPO RH,Despesa,1258,Marketing,Lançamento
2024-01-05,Papaya,Receita de Serviços,BPO Financeiro,Receita,16310,Operacional,Mensalidade
2024-08-12,Zov,Marketing,Eventos,Despesa,9438,Financeiro,Lançamento
2024-11-02,Mdias,Receita de Serviços,Certificado Digital,Receita,7539,Financeiro,Mensalidade
2024-04-02,Papaya,Receita de Serviços,BPO RH,Despesa,3528,Comercial,Lançamento
2024-02-17,Mdias,Receita de Serviços,BPO Financeiro,Receita,10394,RH,Mensalidade
2024-05-17,Papaya,Receita de Serviços,BPO RH,Receita,19807,RH,Mensalidade
2024-06-13,Papaya,Receita de Serviços,BPO Financeiro,Receita,15663,Financeiro,Mensalidade
2024-09-27,Papaya,Receita de Serviços,Certificado Digital,Receita,2349,Comercial,Mensalidade
2024-04-22,Papaya,Receita de Serviços,BPO RH,Receita,18936,Financeiro,Mensalidade
2024-04-26,Papaya,Marketing,Eventos,Despesa,3550,Financeiro,Lançamento
2024-05-25,Papaya,Receita de Serviços,BPO Financeiro,Receita,3723,Operacional,Mensalidade
2024-10-22,Zov,Pessoal,Encargos,Despesa,6690,Operacional,Lançamento
2024-10-03,Zov,Receita de Serviços,BPO RH,Receita,14587,RH,Mensalidade
2024-05-10,Papaya,Receita de Serviços,Certificado Digital,Despesa,6188,Comercial,Lançamento
2024-06-16,Mdias,Receita de Serviços,BPO RH,Receita,14262,RH,Mensalidade
2024-07-16,Zov,Receita de Serviços,BPO Financeiro,Receita,17011,Comercial,Mensalidade
2024-09-02,Mdias,Receita de Serviços,Contabilidade,Receita,10780,Operacional,Mensalidade
2024-11-14,Papaya,Receita de Serviços,BPO RH,Receita,6928,Operacional,Mensalidade
2024-07-24,Zov,Operacional,Fornecedor,Despesa,1933,Financeiro,Lançamento
2024-04-01,Mdias,Receita de Serviços,Contabilidade,Receita,13823,Marketing,Mensalidade
2024-01-11,Papaya,Receita de Serviços,Contabilidade,Receita,7728,Comercial,Mensalidade
2024-10-21,Papaya,Receita de Serviços,BPO Financeiro,Receita,19898,Marketing,Mensalidade
2024-08-09,Zov,Operacional,Fornecedor,Despesa,4762,RH,Lançamento
